,CustomerID,Date,State
73,UID1,2015-02-28,7
74,UID1,2015-03-31,7
75,UID1,2015-04-30,7
76,UID1,2015-05-31,7
77,UID1,2015-06-30,7
78,UID1,2015-07-31,7
79,UID1,2015-08-31,7
80,UID1,2015-09-30,7
81,UID1,2015-10-31,7
82,UID1,2015-11-30,7
83,UID1,2015-12-31,7
84,UID1,2016-01-31,7
85,UID1,2016-02-29,7
86,UID1,2016-03-31,7
87,UID1,2016-04-30,7
88,UID1,2016-05-31,7
89,UID1,2016-06-30,7
90,UID1,2016-07-31,7
91,UID1,2016-08-31,7
92,UID1,2016-09-30,7
93,UID1,2016-10-31,7
94,UID1,2016-11-30,7
95,UID1,2016-12-31,7
96,UID10,2013-01-31,0
97,UID10,2013-02-28,0
98,UID10,2013-03-31,0
99,UID10,2013-04-30,0
100,UID10,2013-05-31,0
101,UID10,2013-06-30,1
102,UID10,2013-07-31,1
103,UID10,2013-08-31,1
104,UID10,2013-09-30,2
105,UID10,2013-10-31,2
106,UID10,2013-11-30,2
107,UID10,2013-12-31,1
108,UID10,2014-01-31,1
109,UID10,2014-02-28,1
110,UID10,2014-03-31,0
111,UID10,2014-04-30,1
112,UID10,2014-05-31,0
113,UID10,2014-06-30,0
114,UID10,2014-07-31,1
115,UID10,2014-08-31,0
116,UID10,2014-09-30,0
117,UID10,2014-10-31,0
118,UID10,2014-11-30,0
119,UID10,2014-12-31,0
120,UID10,2015-01-31,1
121,UID10,2015-02-28,1
122,UID10,2015-03-31,1
123,UID10,2015-04-30,0
124,UID10,2015-05-31,0
125,UID10,2015-06-30,0
126,UID10,2015-07-31,0
127,UID10,2015-08-31,0
128,UID10,2015-09-30,0
129,UID10,2015-10-31,0
130,UID10,2015-11-30,0
131,UID10,2015-12-31,0
132,UID10,2016-01-31,0
133,UID10,2016-02-29,1
134,UID10,2016-03-31,1
135,UID10,2016-04-30,2
136,UID10,2016-05-31,2
137,UID10,2016-06-30,1
138,UID10,2016-07-31,0
139,UID10,2016-08-31,0
140,UID10,2016-09-30,0
141,UID10,2016-10-31,0
142,UID10,2016-11-30,0
143,UID10,2016-12-31,0
144,UID100,2013-01-31,0
145,UID100,2013-02-28,0
146,UID100,2013-03-31,0
147,UID100,2013-04-30,0
148,UID100,2013-05-31,0
149,UID100,2013-06-30,0
150,UID100,2013-07-31,0
151,UID100,2013-08-31,0
152,UID100,2013-09-30,0
153,UID100,2013-10-31,0
154,UID100,2013-11-30,0
155,UID100,2013-12-31,0
156,UID100,2014-01-31,0
157,UID100,2014-02-28,0
158,UID100,2014-03-31,0
159,UID100,2014-04-30,0
160,UID100,2014-05-31,0
161,UID100,2014-06-30,0
162,UID100,2014-07-31,0
163,UID100,2014-08-31,0
164,UID100,2014-09-30,0
165,UID100,2014-10-31,0
166,UID100,2014-11-30,0
167,UID100,2014-12-31,0
168,UID100,2015-01-31,0
169,UID100,2015-02-28,0
170,UID100,2015-03-31,0
171,UID100,2015-04-30,0
172,UID100,2015-05-31,0
173,UID100,2015-06-30,0
174,UID100,2015-07-31,0
175,UID100,2015-08-31,0
176,UID100,2015-09-30,0
177,UID100,2015-10-31,0
178,UID100,2015-11-30,0
179,UID100,2015-12-31,0
180,UID100,2016-01-31,0
181,UID100,2016-02-29,0
182,UID100,2016-03-31,0
183,UID100,2016-04-30,0
184,UID100,2016-05-31,0
185,UID100,2016-06-30,0
186,UID100,2016-07-31,0
187,UID100,2016-08-31,0
188,UID100,2016-09-30,0
189,UID100,2016-10-31,0
190,UID100,2016-11-30,0
191,UID100,2016-12-31,0
192,UID101,2013-01-31,1
193,UID101,2013-02-28,2
194,UID101,2013-03-31,3
195,UID101,2013-04-30,2
196,UID101,2013-05-31,3
197,UID101,2013-06-30,4
198,UID101,2013-07-31,3
199,UID101,2013-08-31,4
200,UID101,2013-09-30,3
201,UID101,2013-10-31,4
202,UID101,2013-11-30,5
203,UID101,2013-12-31,4
204,UID101,2014-01-31,3
205,UID101,2014-02-28,4
206,UID101,2014-03-31,5
207,UID101,2014-04-30,4
208,UID101,2014-05-31,3
209,UID101,2014-06-30,4
210,UID101,2014-07-31,5
211,UID101,2014-08-31,4
212,UID101,2014-09-30,3
213,UID101,2014-10-31,2
214,UID101,2014-11-30,3
215,UID101,2014-12-31,4
216,UID101,2015-01-31,5
217,UID101,2015-02-28,6
218,UID101,2015-03-31,7
219,UID101,2015-04-30,7
220,UID101,2015-05-31,7
221,UID101,2015-06-30,7
222,UID101,2015-07-31,7
223,UID101,2015-08-31,7
224,UID101,2015-09-30,7
225,UID101,2015-10-31,7
226,UID101,2015-11-30,7
227,UID101,2015-12-31,7
228,UID101,2016-01-31,7
229,UID101,2016-02-29,7
230,UID101,2016-03-31,7
231,UID101,2016-04-30,7
232,UID101,2016-05-31,7
233,UID101,2016-06-30,7
234,UID101,2016-07-31,7
235,UID101,2016-08-31,7
236,UID101,2016-09-30,7
237,UID101,2016-10-31,7
238,UID101,2016-11-30,7
239,UID101,2016-12-31,7
240,UID102,2013-01-31,0
241,UID102,2013-02-28,0
242,UID102,2013-03-31,0
243,UID102,2013-04-30,0
244,UID102,2013-05-31,0
245,UID102,2013-06-30,0
246,UID102,2013-07-31,0
247,UID102,2013-08-31,0
248,UID102,2013-09-30,0
249,UID102,2013-10-31,0
250,UID102,2013-11-30,0
251,UID102,2013-12-31,0
252,UID102,2014-01-31,0
253,UID102,2014-02-28,0
254,UID102,2014-03-31,1
255,UID102,2014-04-30,2
256,UID102,2014-05-31,1
257,UID102,2014-06-30,0
258,UID102,2014-07-31,0
259,UID102,2014-08-31,1
260,UID102,2014-09-30,2
261,UID102,2014-10-31,1
262,UID102,2014-11-30,1
263,UID102,2014-12-31,2
264,UID102,2015-01-31,3
265,UID102,2015-02-28,4
266,UID102,2015-03-31,5
267,UID102,2015-04-30,5
268,UID102,2015-05-31,4
269,UID102,2015-06-30,5
270,UID102,2015-07-31,4
271,UID102,2015-08-31,4
272,UID102,2015-09-30,4
273,UID102,2015-10-31,3
274,UID102,2015-11-30,2
275,UID102,2015-12-31,3
276,UID102,2016-01-31,2
277,UID102,2016-02-29,2
278,UID102,2016-03-31,1
279,UID102,2016-04-30,2
280,UID102,2016-05-31,1
281,UID102,2016-06-30,0
282,UID102,2016-07-31,1
283,UID102,2016-08-31,1
284,UID102,2016-09-30,2
285,UID102,2016-10-31,1
286,UID102,2016-11-30,2
287,UID102,2016-12-31,2
288,UID103,2013-01-31,0
289,UID103,2013-02-28,0
290,UID103,2013-03-31,0
291,UID103,2013-04-30,0
292,UID103,2013-05-31,0
293,UID103,2013-06-30,0
294,UID103,2013-07-31,0
295,UID103,2013-08-31,0
296,UID103,2013-09-30,0
297,UID103,2013-10-31,0
298,UID103,2013-11-30,0
299,UID103,2013-12-31,0
300,UID103,2014-01-31,1
301,UID103,2014-02-28,1
302,UID103,2014-03-31,1
303,UID103,2014-04-30,2
304,UID103,2014-05-31,2
305,UID103,2014-06-30,3
306,UID103,2014-07-31,2
307,UID103,2014-08-31,2
308,UID103,2014-09-30,1
309,UID103,2014-10-31,1
310,UID103,2014-11-30,1
311,UID103,2014-12-31,0
312,UID103,2015-01-31,0
313,UID103,2015-02-28,0
314,UID103,2015-03-31,0
315,UID103,2015-04-30,0
316,UID103,2015-05-31,0
317,UID103,2015-06-30,0
318,UID103,2015-07-31,0
319,UID103,2015-08-31,0
320,UID103,2015-09-30,1
321,UID103,2015-10-31,1
322,UID103,2015-11-30,1
323,UID103,2015-12-31,1
324,UID103,2016-01-31,1
325,UID103,2016-02-29,1
326,UID103,2016-03-31,0
327,UID103,2016-04-30,0
328,UID103,2016-05-31,0
329,UID103,2016-06-30,0
330,UID103,2016-07-31,0
331,UID103,2016-08-31,0
332,UID103,2016-09-30,0
333,UID103,2016-10-31,0
334,UID103,2016-11-30,0
335,UID103,2016-12-31,0
336,UID104,2013-01-31,1
337,UID104,2013-02-28,0
338,UID104,2013-03-31,0
339,UID104,2013-04-30,0
340,UID104,2013-05-31,1
341,UID104,2013-06-30,1
342,UID104,2013-07-31,0
343,UID104,2013-08-31,0
344,UID104,2013-09-30,0
345,UID104,2013-10-31,1
346,UID104,2013-11-30,2
347,UID104,2013-12-31,1
348,UID104,2014-01-31,0
349,UID104,2014-02-28,1
350,UID104,2014-03-31,2
351,UID104,2014-04-30,3
352,UID104,2014-05-31,2
353,UID104,2014-06-30,3
354,UID104,2014-07-31,4
355,UID104,2014-08-31,5
356,UID104,2014-09-30,6
357,UID104,2014-10-31,7
358,UID104,2014-11-30,7
359,UID104,2014-12-31,7
360,UID104,2015-01-31,7
361,UID104,2015-02-28,7
362,UID104,2015-03-31,7
363,UID104,2015-04-30,7
364,UID104,2015-05-31,7
365,UID104,2015-06-30,7
366,UID104,2015-07-31,7
367,UID104,2015-08-31,7
368,UID104,2015-09-30,7
369,UID104,2015-10-31,7
370,UID104,2015-11-30,7
371,UID104,2015-12-31,7
372,UID104,2016-01-31,7
373,UID104,2016-02-29,7
374,UID104,2016-03-31,7
375,UID104,2016-04-30,7
376,UID104,2016-05-31,7
377,UID104,2016-06-30,7
378,UID104,2016-07-31,7
379,UID104,2016-08-31,7
380,UID104,2016-09-30,7
381,UID104,2016-10-31,7
382,UID104,2016-11-30,7
383,UID104,2016-12-31,7
384,UID105,2013-01-31,0
385,UID105,2013-02-28,0
386,UID105,2013-03-31,0
387,UID105,2013-04-30,0
388,UID105,2013-05-31,0
389,UID105,2013-06-30,0
390,UID105,2013-07-31,0
391,UID105,2013-08-31,0
392,UID105,2013-09-30,0
393,UID105,2013-10-31,0
394,UID105,2013-11-30,0
395,UID105,2013-12-31,0
396,UID105,2014-01-31,0
397,UID105,2014-02-28,0
398,UID105,2014-03-31,0
399,UID105,2014-04-30,0
400,UID105,2014-05-31,0
401,UID105,2014-06-30,0
402,UID105,2014-07-31,0
403,UID105,2014-08-31,0
404,UID105,2014-09-30,0
405,UID105,2014-10-31,0
406,UID105,2014-11-30,0
407,UID105,2014-12-31,0
408,UID105,2015-01-31,0
409,UID105,2015-02-28,0
410,UID105,2015-03-31,0
411,UID105,2015-04-30,0
412,UID105,2015-05-31,0
413,UID105,2015-06-30,0
414,UID105,2015-07-31,0
415,UID105,2015-08-31,0
416,UID105,2015-09-30,0
417,UID105,2015-10-31,0
418,UID105,2015-11-30,0
419,UID105,2015-12-31,0
420,UID105,2016-01-31,0
421,UID105,2016-02-29,0
422,UID105,2016-03-31,0
423,UID105,2016-04-30,0
424,UID105,2016-05-31,0
425,UID105,2016-06-30,0
426,UID105,2016-07-31,0
427,UID105,2016-08-31,0
428,UID105,2016-09-30,0
429,UID105,2016-10-31,0
430,UID105,2016-11-30,0
431,UID105,2016-12-31,0
432,UID106,2013-01-31,1
433,UID106,2013-02-28,2
434,UID106,2013-03-31,1
435,UID106,2013-04-30,0
436,UID106,2013-05-31,0
437,UID106,2013-06-30,0
438,UID106,2013-07-31,1
439,UID106,2013-08-31,2
440,UID106,2013-09-30,3
441,UID106,2013-10-31,4
442,UID106,2013-11-30,5
443,UID106,2013-12-31,4
444,UID106,2014-01-31,4
445,UID106,2014-02-28,3
446,UID106,2014-03-31,2
447,UID106,2014-04-30,3
448,UID106,2014-05-31,4
449,UID106,2014-06-30,3
450,UID106,2014-07-31,4
451,UID106,2014-08-31,5
452,UID106,2014-09-30,5
453,UID106,2014-10-31,4
454,UID106,2014-11-30,3
455,UID106,2014-12-31,2
456,UID106,2015-01-31,1
457,UID106,2015-02-28,0
458,UID106,2015-03-31,0
459,UID106,2015-04-30,0
460,UID106,2015-05-31,0
461,UID106,2015-06-30,0
462,UID106,2015-07-31,0
463,UID106,2015-08-31,0
464,UID106,2015-09-30,0
465,UID106,2015-10-31,0
466,UID106,2015-11-30,0
467,UID106,2015-12-31,0
468,UID106,2016-01-31,0
469,UID106,2016-02-29,0
470,UID106,2016-03-31,0
471,UID106,2016-04-30,0
472,UID106,2016-05-31,0
473,UID106,2016-06-30,0
474,UID106,2016-07-31,0
475,UID106,2016-08-31,0
476,UID106,2016-09-30,0
477,UID106,2016-10-31,0
478,UID106,2016-11-30,0
479,UID106,2016-12-31,0
480,UID107,2013-01-31,1
481,UID107,2013-02-28,1
482,UID107,2013-03-31,0
483,UID107,2013-04-30,0
484,UID107,2013-05-31,1
485,UID107,2013-06-30,2
486,UID107,2013-07-31,1
487,UID107,2013-08-31,0
488,UID107,2013-09-30,0
489,UID107,2013-10-31,1
490,UID107,2013-11-30,2
491,UID107,2013-12-31,1
492,UID107,2014-01-31,0
493,UID107,2014-02-28,0
494,UID107,2014-03-31,0
495,UID107,2014-04-30,0
496,UID107,2014-05-31,0
497,UID107,2014-06-30,0
498,UID107,2014-07-31,0
499,UID107,2014-08-31,0
500,UID107,2014-09-30,1
501,UID107,2014-10-31,0
502,UID107,2014-11-30,0
503,UID107,2014-12-31,0
504,UID107,2015-01-31,0
505,UID107,2015-02-28,0
506,UID107,2015-03-31,0
507,UID107,2015-04-30,0
508,UID107,2015-05-31,0
509,UID107,2015-06-30,0
510,UID107,2015-07-31,0
511,UID107,2015-08-31,0
512,UID107,2015-09-30,0
513,UID107,2015-10-31,0
514,UID107,2015-11-30,0
515,UID107,2015-12-31,0
516,UID107,2016-01-31,0
517,UID107,2016-02-29,0
518,UID107,2016-03-31,0
519,UID107,2016-04-30,0
520,UID107,2016-05-31,0
521,UID107,2016-06-30,0
522,UID107,2016-07-31,0
523,UID107,2016-08-31,0
524,UID107,2016-09-30,0
525,UID107,2016-10-31,0
526,UID107,2016-11-30,0
527,UID107,2016-12-31,0
528,UID108,2013-01-31,0
529,UID108,2013-02-28,0
530,UID108,2013-03-31,0
531,UID108,2013-04-30,0
532,UID108,2013-05-31,1
533,UID108,2013-06-30,2
534,UID108,2013-07-31,2
535,UID108,2013-08-31,3
536,UID108,2013-09-30,3
537,UID108,2013-10-31,4
538,UID108,2013-11-30,4
539,UID108,2013-12-31,3
540,UID108,2014-01-31,4
541,UID108,2014-02-28,5
542,UID108,2014-03-31,4
543,UID108,2014-04-30,5
544,UID108,2014-05-31,5
545,UID108,2014-06-30,6
546,UID108,2014-07-31,6
547,UID108,2014-08-31,6
548,UID108,2014-09-30,5
549,UID108,2014-10-31,5
550,UID108,2014-11-30,6
551,UID108,2014-12-31,6
552,UID108,2015-01-31,7
553,UID108,2015-02-28,7
554,UID108,2015-03-31,7
555,UID108,2015-04-30,7
556,UID108,2015-05-31,7
557,UID108,2015-06-30,7
558,UID108,2015-07-31,7
559,UID108,2015-08-31,7
560,UID108,2015-09-30,7
561,UID108,2015-10-31,7
562,UID108,2015-11-30,7
563,UID108,2015-12-31,7
564,UID108,2016-01-31,7
565,UID108,2016-02-29,7
566,UID108,2016-03-31,7
567,UID108,2016-04-30,7
568,UID108,2016-05-31,7
569,UID108,2016-06-30,7
570,UID108,2016-07-31,7
571,UID108,2016-08-31,7
572,UID108,2016-09-30,7
573,UID108,2016-10-31,7
574,UID108,2016-11-30,7
575,UID108,2016-12-31,7
576,UID109,2013-01-31,0
577,UID109,2013-02-28,0
578,UID109,2013-03-31,0
579,UID109,2013-04-30,0
580,UID109,2013-05-31,0
581,UID109,2013-06-30,0
582,UID109,2013-07-31,0
583,UID109,2013-08-31,0
584,UID109,2013-09-30,0
585,UID109,2013-10-31,0
586,UID109,2013-11-30,0
587,UID109,2013-12-31,0
588,UID109,2014-01-31,0
589,UID109,2014-02-28,0
590,UID109,2014-03-31,0
591,UID109,2014-04-30,0
592,UID109,2014-05-31,0
593,UID109,2014-06-30,0
594,UID109,2014-07-31,0
595,UID109,2014-08-31,0
596,UID109,2014-09-30,0
597,UID109,2014-10-31,0
598,UID109,2014-11-30,0
599,UID109,2014-12-31,0
600,UID109,2015-01-31,0
601,UID109,2015-02-28,0
602,UID109,2015-03-31,0
603,UID109,2015-04-30,0
604,UID109,2015-05-31,0
605,UID109,2015-06-30,0
606,UID109,2015-07-31,0
607,UID109,2015-08-31,0
608,UID109,2015-09-30,0
609,UID109,2015-10-31,0
610,UID109,2015-11-30,0
611,UID109,2015-12-31,0
612,UID109,2016-01-31,0
613,UID109,2016-02-29,0
614,UID109,2016-03-31,0
615,UID109,2016-04-30,0
616,UID109,2016-05-31,0
617,UID109,2016-06-30,0
618,UID109,2016-07-31,0
619,UID109,2016-08-31,0
620,UID109,2016-09-30,0
621,UID109,2016-10-31,0
622,UID109,2016-11-30,0
623,UID109,2016-12-31,0
624,UID11,2013-01-31,0
625,UID11,2013-02-28,0
626,UID11,2013-03-31,0
627,UID11,2013-04-30,0
628,UID11,2013-05-31,0
629,UID11,2013-06-30,0
630,UID11,2013-07-31,0
631,UID11,2013-08-31,0
632,UID11,2013-09-30,0
633,UID11,2013-10-31,0
634,UID11,2013-11-30,0
635,UID11,2013-12-31,0
636,UID11,2014-01-31,0
637,UID11,2014-02-28,0
638,UID11,2014-03-31,0
639,UID11,2014-04-30,0
640,UID11,2014-05-31,0
641,UID11,2014-06-30,0
642,UID11,2014-07-31,0
643,UID11,2014-08-31,0
644,UID11,2014-09-30,0
645,UID11,2014-10-31,0
646,UID11,2014-11-30,0
647,UID11,2014-12-31,0
648,UID11,2015-01-31,0
649,UID11,2015-02-28,0
650,UID11,2015-03-31,0
651,UID11,2015-04-30,0
652,UID11,2015-05-31,0
653,UID11,2015-06-30,0
654,UID11,2015-07-31,0
655,UID11,2015-08-31,0
656,UID11,2015-09-30,0
657,UID11,2015-10-31,0
658,UID11,2015-11-30,0
659,UID11,2015-12-31,0
660,UID11,2016-01-31,0
661,UID11,2016-02-29,0
662,UID11,2016-03-31,0
663,UID11,2016-04-30,0
664,UID11,2016-05-31,0
665,UID11,2016-06-30,0
666,UID11,2016-07-31,0
667,UID11,2016-08-31,0
668,UID11,2016-09-30,0
669,UID11,2016-10-31,0
670,UID11,2016-11-30,0
671,UID11,2016-12-31,0
672,UID110,2013-01-31,1
673,UID110,2013-02-28,1
674,UID110,2013-03-31,2
675,UID110,2013-04-30,1
676,UID110,2013-05-31,2
677,UID110,2013-06-30,3
678,UID110,2013-07-31,3
679,UID110,2013-08-31,3
680,UID110,2013-09-30,3
681,UID110,2013-10-31,3
682,UID110,2013-11-30,4
683,UID110,2013-12-31,4
684,UID110,2014-01-31,4
685,UID110,2014-02-28,4
686,UID110,2014-03-31,5
687,UID110,2014-04-30,6
688,UID110,2014-05-31,5
689,UID110,2014-06-30,6
690,UID110,2014-07-31,7
691,UID110,2014-08-31,7
692,UID110,2014-09-30,7
693,UID110,2014-10-31,7
694,UID110,2014-11-30,7
695,UID110,2014-12-31,7
696,UID110,2015-01-31,7
697,UID110,2015-02-28,7
698,UID110,2015-03-31,7
699,UID110,2015-04-30,7
700,UID110,2015-05-31,7
701,UID110,2015-06-30,7
702,UID110,2015-07-31,7
703,UID110,2015-08-31,7
704,UID110,2015-09-30,7
705,UID110,2015-10-31,7
706,UID110,2015-11-30,7
707,UID110,2015-12-31,7
708,UID110,2016-01-31,7
709,UID110,2016-02-29,7
710,UID110,2016-03-31,7
711,UID110,2016-04-30,7
712,UID110,2016-05-31,7
713,UID110,2016-06-30,7
714,UID110,2016-07-31,7
715,UID110,2016-08-31,7
716,UID110,2016-09-30,7
717,UID110,2016-10-31,7
718,UID110,2016-11-30,7
719,UID110,2016-12-31,7
720,UID111,2013-01-31,0
721,UID111,2013-02-28,0
722,UID111,2013-03-31,0
723,UID111,2013-04-30,0
724,UID111,2013-05-31,0
725,UID111,2013-06-30,0
726,UID111,2013-07-31,0
727,UID111,2013-08-31,0
728,UID111,2013-09-30,1
729,UID111,2013-10-31,1
730,UID111,2013-11-30,1
731,UID111,2013-12-31,2
732,UID111,2014-01-31,3
733,UID111,2014-02-28,2
734,UID111,2014-03-31,1
735,UID111,2014-04-30,1
736,UID111,2014-05-31,2
737,UID111,2014-06-30,1
738,UID111,2014-07-31,0
739,UID111,2014-08-31,0
740,UID111,2014-09-30,0
741,UID111,2014-10-31,1
742,UID111,2014-11-30,2
743,UID111,2014-12-31,1
744,UID111,2015-01-31,2
745,UID111,2015-02-28,3
746,UID111,2015-03-31,2
747,UID111,2015-04-30,3
748,UID111,2015-05-31,3
749,UID111,2015-06-30,4
750,UID111,2015-07-31,5
751,UID111,2015-08-31,6
752,UID111,2015-09-30,5
753,UID111,2015-10-31,4
754,UID111,2015-11-30,5
755,UID111,2015-12-31,5
756,UID111,2016-01-31,5
757,UID111,2016-02-29,6
758,UID111,2016-03-31,6
759,UID111,2016-04-30,7
760,UID111,2016-05-31,7
761,UID111,2016-06-30,7
762,UID111,2016-07-31,7
763,UID111,2016-08-31,7
764,UID111,2016-09-30,7
765,UID111,2016-10-31,7
766,UID111,2016-11-30,7
767,UID111,2016-12-31,7
768,UID112,2013-01-31,0
769,UID112,2013-02-28,0
770,UID112,2013-03-31,0
771,UID112,2013-04-30,1
772,UID112,2013-05-31,1
773,UID112,2013-06-30,1
774,UID112,2013-07-31,0
775,UID112,2013-08-31,0
776,UID112,2013-09-30,0
777,UID112,2013-10-31,0
778,UID112,2013-11-30,0
779,UID112,2013-12-31,0
780,UID112,2014-01-31,0
781,UID112,2014-02-28,0
782,UID112,2014-03-31,0
783,UID112,2014-04-30,0
784,UID112,2014-05-31,0
785,UID112,2014-06-30,0
786,UID112,2014-07-31,0
787,UID112,2014-08-31,0
788,UID112,2014-09-30,0
789,UID112,2014-10-31,0
790,UID112,2014-11-30,0
791,UID112,2014-12-31,0
792,UID112,2015-01-31,0
793,UID112,2015-02-28,0
794,UID112,2015-03-31,0
795,UID112,2015-04-30,0
796,UID112,2015-05-31,0
797,UID112,2015-06-30,0
798,UID112,2015-07-31,0
799,UID112,2015-08-31,0
800,UID112,2015-09-30,0
801,UID112,2015-10-31,0
802,UID112,2015-11-30,0
803,UID112,2015-12-31,0
804,UID112,2016-01-31,0
805,UID112,2016-02-29,0
806,UID112,2016-03-31,0
807,UID112,2016-04-30,0
808,UID112,2016-05-31,0
809,UID112,2016-06-30,0
810,UID112,2016-07-31,0
811,UID112,2016-08-31,0
812,UID112,2016-09-30,0
813,UID112,2016-10-31,0
814,UID112,2016-11-30,0
815,UID112,2016-12-31,0
816,UID113,2013-01-31,1
817,UID113,2013-02-28,2
818,UID113,2013-03-31,2
819,UID113,2013-04-30,1
820,UID113,2013-05-31,0
821,UID113,2013-06-30,1
822,UID113,2013-07-31,1
823,UID113,2013-08-31,2
824,UID113,2013-09-30,1
825,UID113,2013-10-31,0
826,UID113,2013-11-30,1
827,UID113,2013-12-31,0
828,UID113,2014-01-31,1
829,UID113,2014-02-28,2
830,UID113,2014-03-31,1
831,UID113,2014-04-30,2
832,UID113,2014-05-31,1
833,UID113,2014-06-30,2
834,UID113,2014-07-31,3
835,UID113,2014-08-31,2
836,UID113,2014-09-30,1
837,UID113,2014-10-31,2
838,UID113,2014-11-30,2
839,UID113,2014-12-31,1
840,UID113,2015-01-31,2
841,UID113,2015-02-28,1
842,UID113,2015-03-31,0
843,UID113,2015-04-30,0
844,UID113,2015-05-31,0
845,UID113,2015-06-30,1
846,UID113,2015-07-31,0
847,UID113,2015-08-31,0
848,UID113,2015-09-30,0
849,UID113,2015-10-31,0
850,UID113,2015-11-30,0
851,UID113,2015-12-31,0
852,UID113,2016-01-31,0
853,UID113,2016-02-29,0
854,UID113,2016-03-31,0
855,UID113,2016-04-30,0
856,UID113,2016-05-31,0
857,UID113,2016-06-30,0
858,UID113,2016-07-31,0
859,UID113,2016-08-31,0
860,UID113,2016-09-30,0
861,UID113,2016-10-31,0
862,UID113,2016-11-30,0
863,UID113,2016-12-31,0
864,UID114,2013-01-31,1
865,UID114,2013-02-28,0
866,UID114,2013-03-31,0
867,UID114,2013-04-30,0
868,UID114,2013-05-31,0
869,UID114,2013-06-30,0
870,UID114,2013-07-31,0
871,UID114,2013-08-31,0
872,UID114,2013-09-30,0
873,UID114,2013-10-31,0
874,UID114,2013-11-30,0
875,UID114,2013-12-31,0
876,UID114,2014-01-31,0
877,UID114,2014-02-28,1
878,UID114,2014-03-31,2
879,UID114,2014-04-30,2
880,UID114,2014-05-31,1
881,UID114,2014-06-30,0
882,UID114,2014-07-31,0
883,UID114,2014-08-31,0
884,UID114,2014-09-30,0
885,UID114,2014-10-31,0
886,UID114,2014-11-30,0
887,UID114,2014-12-31,0
888,UID114,2015-01-31,0
889,UID114,2015-02-28,0
890,UID114,2015-03-31,0
891,UID114,2015-04-30,0
892,UID114,2015-05-31,0
893,UID114,2015-06-30,0
894,UID114,2015-07-31,0
895,UID114,2015-08-31,0
896,UID114,2015-09-30,0
897,UID114,2015-10-31,0
898,UID114,2015-11-30,0
899,UID114,2015-12-31,0
900,UID114,2016-01-31,0
901,UID114,2016-02-29,0
902,UID114,2016-03-31,0
903,UID114,2016-04-30,0
904,UID114,2016-05-31,0
905,UID114,2016-06-30,0
906,UID114,2016-07-31,0
907,UID114,2016-08-31,0
908,UID114,2016-09-30,0
909,UID114,2016-10-31,0
910,UID114,2016-11-30,0
911,UID114,2016-12-31,0
912,UID115,2013-01-31,1
913,UID115,2013-02-28,1
914,UID115,2013-03-31,2
915,UID115,2013-04-30,2
916,UID115,2013-05-31,1
917,UID115,2013-06-30,1
918,UID115,2013-07-31,1
919,UID115,2013-08-31,2
920,UID115,2013-09-30,2
921,UID115,2013-10-31,2
922,UID115,2013-11-30,1
923,UID115,2013-12-31,2
924,UID115,2014-01-31,3
925,UID115,2014-02-28,4
926,UID115,2014-03-31,5
927,UID115,2014-04-30,5
928,UID115,2014-05-31,5
929,UID115,2014-06-30,5
930,UID115,2014-07-31,4
